keys,en,ja
CARD_EBP03-058_DESC,"At the beginning of your end phase, move this card to an adjacent zone horizontal to the zone this card currently occupies. Then, if this card is in a zone adjacent to your monster card, <Destroy> this card..",あなたのエンドフェイズ開始時、これを自身の右または左の隣接エリアに移動させる。その後、これがあなたの怪獣カードの隣接エリアにいるなら、これを<破壊>する。
CARD_EBP03-059_NAME,Cretaceous King Ghidorah(1998),白亜紀型キングギドラ(1998)
CARD_EBP03-059_DESC,<Revenge> Return up to 1 <ãKing Ghidorahã> monster card from your discard pile to your hand. (Activates when destroyed by a card effect or monster card movement.),<逆襲>あなたの捨て札の<《キングギドラ》>を持つ怪獣カードを１枚まで手札に戻す。(カード効果か怪獣カードの移動で破壊されたら発動)
CARD_EBP03-060_NAME,Mothra(imago)(1961),モスラ成虫(1961)
CARD_EBP03-060_DESC,<Revenge> Reduce your opponentâs <Rage> by 1. (Activates when destroyed by a card effect or monster card movement.),<逆襲>相手の<怒り>を１減らす。(カード効果か怪獣カードの移動で破壊されたら発動)
CARD_EBP03-061_NAME,Dagahra,ダガーラ
CARD_EBP03-061_DESC,"When you discard this card from your hand for your monster card's invasion, you may play this card from your discard pile.
<Awakening6> This card gains +3000 counter power. (Active if your monster card is in zone 6 or beyond.)","あなたの怪獣カードの進攻でこれを手札から捨てた時、あなたの捨て札からこれを出現させる。
<覚醒６>これの撃退力＋3000。(あなたの怪獣カードがエリア６以降にいるなら有効)"
CARD_EBP03-062_NAME,Baragon(2001),婆羅護吽
CARD_EBP03-062_DESC,"When your opponent's monster card invades, <Destroy> this card.
<Revenge> Return up to 1 âãè­·å½èç£ãï¼ â monster card from your discard pile to your hand. (Activates when destroyed by a card effect or monster card movement.)","相手の怪獣カードが進攻した時、これを<破壊>する。
<逆襲>あなたの捨て札の<《護国聖獣》>を持つ怪獣カードを１枚まで手札に戻す。(カード効果か怪獣カードの移動で破壊されたら発動)"
CARD_EBP03-063_NAME,King Ghidorah(1998),キングギドラ(1998)
CARD_EBP03-063_DESC,"<Your Turn> <Awakening4> When your monster card is played, you may play this card from your discard pile. (Active if your monster card is in zone 4 or beyond.)",<あなたのターン中><覚醒４>あなたの怪獣カードが出現した時、あなたの捨て札からこれを出現させてよい。(あなたの怪獣カードがエリア４以降にいるなら有効)
CARD_EBP03-064_NAME,Mothra(imago)(2001),最珠羅
CARD_EBP03-064_DESC,"<Enter> If an opponent's battle card was <Destroy> this turn, you may place 1 battle card from your discard pile under this card.
<Awakening4> If there is a card under this card, this card gains +3000 counter power.
<Awakening6> If there is a card under this card, this card gains an additional +3000 counter power.","<出現時>このターン相手の交戦カードが<破壊>されていたら、あなたの捨て札から交戦カードを１枚、これの下に重ねてよい。
<覚醒４>これの下にカードがあるなら、撃退力＋3000。
<覚醒６>これの下にカードがあるなら、さらに撃退力＋3000。"
CARD_EBP03-065_NAME,King Ghidorah(1998),キングギドラ(1998)
CARD_EBP03-065_DESC,"If there are 5 or more cards under your monster card, this card gains +3000 counter power.",あなたの怪獣カードの下にカードが５枚以上あるなら、これの撃退力＋3000。
CARD_EBP03-066_NAME,Thousand-Year Dragon King Ghidorah,千年竜王キングギドラ
CARD_EBP03-066_DESC,"If your opponent has 2 or more strategy cards in play, you may play this card from your hand with its rank reduced by 2. (After being played, this card is rank 8.)
<Enter> <Destroy> 1 of your opponentâs strategy cards.","相手が戦略カードを２枚以上置いているなら、等級を－２して手札から出現できる。(出現後は等級８)
<出現時>相手の戦略カードを１枚<破壊>する。"
CARD_EBP03-067_NAME,Monster X,モンスターX
CARD_EBP03-067_DESC,"<Your Turn> When this card is discarded from your hand, if there are 2 or more colors among battle cards in your zones, play this card and <Destroy> up to 1 of your opponent's lowest ranked battle cards in their zones.
This card's counter power X is equal to 3000 multiplied by the number of different colors among other battle cards in your zones. (White also counts as a color.)","<あなたのターン中>これを手札から捨てた時、あなたのエリアにいる交戦カードが２色以上なら、これを出現させ、相手の最も等級の低い交戦カードを１枚まで<破壊>する。
これの撃退力Xは、あなたのエリアにいる他の交戦カードの色の数を3000倍した値に等しい。"
CARD_EBP03-068_NAME,Godzilla Flies,ゴジラ、空を飛ぶ
CARD_EBP03-068_DESC,"<Your Turn> Your monster card cannot invade.
Move your rank III or higher monster card in zone 3 vertically to zone 8. (Your battle cards in zones 4â7 will not be <Destroy> by this movement.)","<あなたのターン中>あなたの怪獣カードは進攻できない。
エリア３にいるあなたの等級Ⅲ以上の怪獣カードをエリア８に縦方向に移動させる。(その際、エリア４～７にいるあなたの交戦カードは破壊されない)"
CARD_EBP03-069_NAME,Space Beam,スペースビーム
CARD_EBP03-069_DESC,"Your opponent discards cards until they have 4 cards remaining in their hand. Then, if there is a <ãMechagodzillaã> card in your zone 8, <Destroy> all opponentâs rank 5 or lower battle cards.",相手は自分の手札を４枚になるよう捨てる。さらにあなたのエリア８に<《メカゴジラ》>を持つカードがいるなら、相手の等級５以下の交戦カードをすべて<破壊>する。
CARD_EBP03-070_NAME,Mechagodzilla Hangar,メカゴジラ格納庫
CARD_EBP03-070_DESC,"<Base> When any monster card invades into zones 6â8, <Destroy> this card. (Cards with Base are not sent to the discard pile at the start phase.)
<Your Turn> At the beginning of your counter phase, search your deck for up to 1 battle card with <ãWeaponã> or <ãMechã> , reveal it, add it to your hand, then shuffle your deck.","<拠点>いずれかの怪獣カードがエリア６～８に進攻した時、これを<破壊>する。(これは拠点である。拠点はスタートフェイズに捨て札にならない)
<あなたのターン中>撃退フェイズ開始時、あなたの山札から、<《兵器》>か<《機械》>を持つ交戦カードを１枚まで探して公開し、手札に加え、山札をシャッフルする。"
CARD_EBP03-071_NAME,Godzilla's Skeleton,ゴジラの骨
CARD_EBP03-071_DESC,"When counting monster cards in your discard pile, treat this card as a monster card as well.
Look at the top 4 cards of your deck, put any number of them on top of your deck in any order, send the rest to your discard pile, then draw 2 cards.","あなたが捨て札の怪獣カードを数える際、これは怪獣カードとしても扱う。
あなたの山札を上から４枚見て、望む枚数山札の上に好きな順で置き、残りを捨て札にし、２枚引く。"
CARD_EBP03-072_NAME,Petit Railgun,プチ・レールガン
CARD_EBP03-072_DESC,[Destroy] all of your opponent's battle cards in the same column as your monster card.,あなたの怪獣カードと同じ縦列にいる相手の交戦カードをすべて<破壊>する。
CARD_EBP03-073_NAME,All-Weapon Attack,オールウェポンアタック
CARD_EBP03-073_DESC,"Reveal the top 3 cards of your deck and send them to your discard pile; <Destroy> all of your opponentâs battle cards in zones whose numbers match the ranks of the revealed cards, if your opponent's monster card occupies 1 of those zones, your opponentâs monster card retreats backward by 1 zone.",あなたの山札を上から３枚公開して捨て札にし、公開したカードの等級と同じ数字の相手のエリアにいる交戦カードをすべて<破壊>し、同じ数字の相手のエリアにいる怪獣カードを１エリア後退させる。
CARD_EBP03-074_NAME,A Journey of 130 Million Years,1億3千万年の旅
CARD_EBP03-074_DESC,"If your monster card is rank III or lower, play 1 monster card from your monster deck that shares a trait with it, whose its rank is 1 higher than your monster card's current rank. (This play does not increase <Rage> .)",あなたの怪獣カードが等級Ⅲ以下なら、それに＋１した等級で共通の特徴を持つ怪獣カードを１枚、あなたの怪獣デッキから出現させる。(この出現で<怒り>は増えない)
CARD_EBP03-075_NAME,Yakusugi,屋久杉
CARD_EBP03-075_DESC,"<Base> When any monster card invades into zones 6â8, <Destroy> this card. (Cards with Base are not sent to the discard pile at the start phase.)
<Your Turn> At the beginning of your counter phase, evolve 1 of your rank 4 or lower battle cards with <Evolution> .","<拠点>いずれかの怪獣カードがエリア６～８に進攻した時、これを<破壊>する。(これは拠点である。拠点はスタートフェイズに捨て札にならない)
<あなたのターン中>撃退フェイズ開始時、あなたの<進化>を持つ等級４以下の交戦カードを１枚進化させる。"
CARD_EBP03-076_NAME,The Battle at Fukuoka Tower,福岡タワー決戦
CARD_EBP03-076_DESC,"<Base> When any monster card invades into zones 6â8, <Destroy> this card. (Cards with Base are not sent to the discard pile at the start phase.)
<Opponentâs Turn> For each monster or battle card in your zones 1, 5, and 8, your monster card gains +5000 threat level.","<拠点>いずれかの怪獣カードがエリア６～８に進攻した時、これを<破壊>する。(これは拠点である。拠点はスタートフェイズに捨て札にならない)
<相手のターン中>あなたのエリア１、５、８にいる怪獣カードか交戦カード１枚につき、あなたの怪獣カードの脅威度＋5000。"
CARD_EBP03-077_NAME,Rebirth of Mothra 3,モスラ3 キングギドラ来襲
CARD_EBP03-077_DESC,"Choose one:
ã»Return 1 rank II or lower monster card from your discard pile to your hand.
ã»If there are 5 or more cards under your monster card, return 1 monster card from your discard pile to your hand.","以下を１つ行う。
・あなたの捨て札の等級Ⅱ以下の怪獣カードを１枚手札に戻す。
・あなたの怪獣カードの下にカードが５枚以上あるなら、あなたの捨て札の怪獣カードを１枚手札に戻す。"
CARD_EBP03-078_NAME,Megalon and Gigan:Villain Tag Team,メガロとガイガン、悪役タッグ
CARD_EBP03-078_DESC,"If there are 3 or more battle cards in your opponentâs zones, <Destroy> 1 battle card from the rightmost and 1 from the leftmost position from among them (from your perspective).",相手のエリアにいる交戦カードが３枚以上なら、それらのうち、あなたから見て最も右側と左側のカードからそれぞれ１枚を<破壊>する。
CARD_EBP03-079_NAME,Godzilla Captured!,ゴジラ捕獲！
CARD_EBP03-079_DESC,Set your opponentâs <Rage> to 0.,相手の<怒り>を０にする。
CARD_EBP03-080_NAME,Odo Island,大戸島
CARD_EBP03-080_DESC,"<Base> When any monster card invades into zones 6â8, <Destroy> this card. (Cards with Base are not sent to the discard pile at the start phase.)
<Your Turn> At the beginning of your counter phase, you may play up to 1 <ãGodzillaã> battle card from your hand.","<拠点>いずれかの怪獣カードがエリア６～８に進攻した時、これを<破壊>する。(これは拠点である。拠点はスタートフェイズに捨て札にならない)
<あなたのターン中>撃退フェイズ開始時、あなたの手札の<《ゴジラ》>を持つ交戦カードを１枚まで出現させる。"
CARD_EBP04-001_NAME,Godzilla (2004),ゴジラ(2004)
CARD_EBP04-001_DESC,"<Opponent's Turn> At the beginning of their counter phase, if there are no battle cards in the same column as this card, this card gains +1 <Rage>.",<相手のターン中>撃退フェイズ開始時、これと同じ縦列に相手の交戦カードがいないなら、これの<怒り>を１増やす。
CARD_EBP04-002_NAME,Godzilla (2004),ゴジラ(2004)
CARD_EBP04-002_DESC,"Each time you <Destroy> an opponent's battle card in the same column as this card, if you have a Rank 1 strategy card in play, your opponent discards until they have 2 cards in hand.",これと同じ縦列にいる相手の交戦カードが<破壊>されるたび、あなたが等級１の戦略カードを置いているなら、相手は自分の手札を２枚になるよう捨てる。
CARD_EBP04-003_NAME,Godzilla (2004),ゴジラ(2004)
CARD_EBP04-003_DESC,"<Burst II>
<Enter> If you have a Rank 1 strategy card in play, <Destroy> one of your opponent's Rank 6 or lower battle cards.","<強襲Ⅱ>(これは等級Ⅱから出現できる。そうしたら、そのターンのエンドフェイズ開始時にこのカード１枚を捨て札にする)
<出現時>あなたが等級１の戦略カードを置いているなら、相手の等級６以下の交戦カードを１枚<破壊>する。"
CARD_EBP04-005_NAME,Godzilla 2004,ゴジラ(2004)
CARD_EBP04-005_DESC,"<Enter> If you have 1 or fewer strategy cards in your strategy zones, search your deck for 1 Rank 1 Strategy card, reveal it and place it in your strategy zones, shuffle your deck, and resolve the placed card's effect.
Every time you <Destroy> an opponent's battle card in the same column as this, if you have 3 or more Rank 1 strategy cards in your discard pile, <Destroy> all of your opponent's battle cards equal to or less than the Rank of the battle card you <Destroy>.","<出現時>あなたが置いている戦略カードが１枚以下なら、あなたの山札から等級１の戦略カードを１枚まで探して置き、山札をシャッフルし、置いたカードを発動させる。
これと同じ縦列にいる相手の交戦カードが<破壊>されるたび、あなたの捨て札の等級１の戦略カードが３枚以上なら、その<破壊>されたカードの等級以下の相手の交戦カードをすべて<破壊>する。"
CARD_EBP04-009_NAME,Godzilla (2016) 3rd Form,ゴジラ(2016) 第3形態
CARD_EBP04-009_DESC,"<Opponent's Turn> At the beginning of their counter phase, you may discard 1 strategy card from your hand to <Destroy> all of your opponent's Rank 6 or lower battle cards in the same column as this.",<相手のターン中>撃退フェイズ開始時、あなたの手札の戦略カードを１枚捨てることで、これと同じ縦列にいる相手の等級６以下の交戦カードをすべて<破壊>する。
CARD_EBP04-010_NAME,Godzilla (2023),ゴジラ(2023)
CARD_EBP04-010_DESC,"During your start phase, when you would set this card's <Rage> to 0, if its <Rage> is 2 or higher you may discard 2 cards from your hand to set its <Rage> to 2 instead.",あなたのスタートフェイズにこれの<怒り>を０にする際、これの<怒り>が２以上なら、あなたの手札を２枚捨てることで、かわりにこれの<怒り>を２にする。
CARD_EBP04-011_NAME,Type 3 Kiryu (Modified),3式機龍〈改〉
CARD_EBP04-011_DESC,"If you have 1 or more Blue and Red battle cards each in your zones, this gains +10,000 threat.",あなたのエリアに赤と青の交戦カードがそれぞれ１枚以上いるなら、これの脅威度＋10000。
CARD_EBP04-012_NAME,Biollante Plant Beast Form,ビオランテ植獣形態
CARD_EBP04-012_DESC,"You may place 1 Rank III monster card from your monster deck underneath your Rank II <Biollante> card to play this card from your hand.
<Enter> Place [Tentacle] tokens in every area adjacent to this card (Maximum is 3).","あなたの怪獣デッキから等級Ⅲのカードを１枚、あなたの等級Ⅱで<《ビオランテ》>を持つ怪獣カードの下に重ねることで、これを手札から出現できる。(等級Ⅱからこれを出現させられる)
<出現時>「触手」トークンをこれの隣接エリアすべてに出現させる。(トークンはデッキとは別に用意し、可能な限り出現させる。最大３枚)"
CARD_EBP04-013_NAME,Godzilla (2000),ゴジラ(2000)
CARD_EBP04-013_DESC,"<Enter> If you have 5 or more monster cards in your discard pile, reveal and discard the top 3 cards of your deck. Of the revealed cards' ranks, <Destroy> all of your opponent's battle cards in the same zone number or retreat your opponent's monster card in the same zone number backwards by 1 zone.",<出現時>あなたの捨て札の怪獣カードが５枚以上なら、あなたの山札を上から３枚公開して捨て札にし、公開したカードの等級と同じ数字の相手のエリアにいる交戦カードをすべて<破壊>し、同じ数字の相手のエリアにいる怪獣カードを１エリア後退させる。
CARD_EBP04-014_NAME,Godzilla (2002),ゴジラ(2002)
CARD_EBP04-014_DESC,"Each time you discard a battle card from your hand and your opponent has 0 <Rage>, <Destroy> 1 of your opponent's rank 4 or lower battle cards.
<Opponent's Turn> <Awakening 6> At the beginning of the counter phase, if you have 2 or more cards in your zones you may discard 1 battle card from your hand so that during the turn this card cannot be countered by 30,000 or less counter power.","あなたが手札から交戦カードを捨てるたび、相手の<怒り>が０なら、相手の等級４以下の交戦カードを１枚<破壊>する。
<相手のターン中><覚醒６>撃退フェイズ開始時、あなたのエリアに交戦カードが２枚以上いるなら、あなたの手札の交戦カードを１枚捨てることで、そのターン中、これは撃退力30000以下では撃退されない。(下がりもしない)"
CARD_EBP04-015_NAME,Godzilla (2003),ゴジラ(2003)
CARD_EBP04-015_DESC,"Each time you discard a battle card from your hand and your opponent has 0 <Rage>, <Destroy> 1 of your opponent's Rank 6 or lower battle cards.",あなたが手札から交戦カードを捨てるたび、相手の<怒り>が０なら、相手の等級６以下の交戦カードを１枚<破壊>する。
CARD_EBP04-016_NAME,Godzilla (Fest Godzilla II),ゴジラ(フェス・ゴジラⅡ)
CARD_EBP04-016_DESC,"If this is in a zone greater than or equal to your opponent's monster card's, this gains +3000 threat.",これのいるエリアの数字が相手の怪獣カードがいるエリアの数字以上なら、これの脅威度＋3000。
CARD_EBP04-017_NAME,Godzilla (Fest Godzilla II),ゴジラ(フェス・ゴジラⅡ)
CARD_EBP04-017_DESC,"If this card is in a zone greater than or equal to your opponent's monster card, add +5000 to your total counter power.",これのいるエリアの数字が相手の怪獣カードがいるエリアの数字以上なら、あなたの撃退力の合計を＋5000。
CARD_EBP04-018_NAME,Godzilla (Fest Godzilla II),ゴジラ(フェス・ゴジラⅡ)
CARD_EBP04-018_DESC,"<Enter> If you have 5 or more monster cards in your discard pile, <Destroy> 1 of your opponents Rank 6 or lower battle cards.
If this is in a zone equal to or greater than your opponent's monster card's, increase this card's threat by +10000.","<出現時>あなたの捨て札の怪獣カードが５枚以上なら、相手の等級６以下の交戦カードを１枚<破壊>する。
これのいるエリアの数字が相手の怪獣カードがいるエリアの数字以上なら、これの脅威度＋10000。"
CARD_EBP04-019_NAME,Godzilla (Fest Godzilla II),ゴジラ(フェス・ゴジラⅡ)
CARD_EBP04-019_DESC,"If this is in a zone equal to or greater than your opponent's monster card's and you have 5 or more monster cards in your discard pile, increase this card's threat by +10000 and add +10000 to your total counter power.",これのいるエリアの数字が相手の怪獣カードがいるエリアの数字以上で、あなたの捨て札の怪獣カードが５枚以上なら、これの脅威度＋10000、あなたの撃退力の合計を＋10000。
CARD_EBP04-020_NAME,Aqua Mothra,アクアモスラ
CARD_EBP04-020_DESC,"<Enter> If you have a Base in play, <Destroy> all battle cards adjacent to your opponent's monster card.",<出現時>あなたが<拠点>を置いているなら、相手の怪獣カードの隣接エリアにいる相手の交戦カードをすべて<破壊>する。
CARD_EBP04-021_NAME,Godzilla Aquatilius,ゴジラアクアティリス
CARD_EBP04-021_DESC,"At the beginning of your counter phase, you may discard the top card of your deck. If that card is a green battle card, your opponent discards until they have 4 cards in hand.",あなたの撃退フェイズ開始時、あなたの山札を上から１枚捨て札にする。それが緑の交戦カードなら、相手は自分の手札を４枚になるよう捨てる。
CARD_EBP04-022_NAME,Godzilla Amphibia,ゴジラアンフィビア
CARD_EBP04-022_DESC,"When this card is successfully countered, reveal 5 cards from the top of your deck. For each green battle card revealed, <Destroy> 1 6000 or less counter power battle card in your opponent's areas 1-5.",これが撃退された時、あなたの山札を上から５枚公開して捨て札にし、公開した緑の交戦カード１枚につき、相手のエリア１～５にいる撃退力6000以下の交戦カードを１枚<破壊>する。
CARD_EBP04-023_NAME,Godzilla Telestorius,ゴジラテレストリス
CARD_EBP04-023_DESC,"For each of your opponent's battle cards in the same column as this card, this card gains +10,000 threat.",これと同じ縦列にいる相手の交戦カード１枚につき、脅威度＋10000。
CARD_EBP04-024_NAME,Godzilla Ultima,ゴジラウルティマ
CARD_EBP04-024_DESC,"<Enter> If you have 10 or more green battle cards in your discard pile, <Destroy> a desired number of your opponent's battle cards until their total Ranks equal 7 or less combined.
For each green battle card in your discard pile this card gains 1,000 threat.","<出現時>あなたの捨て札の緑の交戦カードが10枚以上なら、相手の交戦カードを等級が合計７以下になるよう望む枚数<破壊>する。
あなたの捨て札の緑の交戦カード１枚につき、これの脅威度＋1000。"
CARD_EBP04-025_NAME,Godzilla Ultima,ゴジラウルティマ
CARD_EBP04-025_DESC,"<Enter> <Destroy> 1 of your opponent's strategy cards.
<When Invading> If you have 10 or more green battle cards in your discard pile, your opponent discards until they have 3 cards in hand.","<出現時>相手の戦略カードを１枚<破壊>する。
<進攻時>あなたの捨て札の緑の交戦カードが10枚以上なら、相手は自分の手札を３枚になるよう捨てる。"
CARD_EBP04-026_NAME,Spacegodzilla,スペースゴジラ
CARD_EBP04-026_DESC,"<When Invading> Play 3 [Crystal] tokens.
<Awakening 6> If you have 3 or more [Crystal] tokens in your zones, increase your counter power by +10,000.","<進攻時>「結晶体」トークンを３枚出現させる。(トークンはデッキとは別に用意する)
<覚醒６>あなたのエリアに「結晶体」が３枚以上いるなら、あなたの撃退力の合計を＋10000。(これがエリア６以降にいるなら有効)"
CARD_EBP04-027_NAME,Gigan (2004),ガイガン(2004)
CARD_EBP04-027_DESC,"This card cannot advance nor invade.
<Your Turn> At the beginning of your main phase, you may discard a <Invade 2> card from your hand. If you do so this card is countered.
<Opponent's Turn> At the beginning of their main phase, your opponent may discard a <Invade 2> card from their hand. If they do so this card is countered.","これは前進も進攻もできない。
<あなたのターン中>メインフェイズ開始時、あなたの手札の<足２>を１枚捨ててよい。捨てたら、これを撃退する。
<相手のターン中>メインフェイズ開始時、相手は自分の手札の<足２>を１枚捨ててよい。捨てたら、これを撃退する。"
CARD_EBP04-028_NAME,Gigan (2004),ガイガン(2004)
CARD_EBP04-028_DESC,"<Opponent's Turn> All strategy cards of your opponent gain +3 in rank. (After play, they are returned to their original ranks)
<Opponent's Turn> Each time your opponent plays a battle card from their main deck, your opponent discards until they have 1 card remaining in their hand.","<相手のターン中>相手の手札の戦略カードすべての等級＋３。(置いた後は元の等級)
<相手のターン中>相手が山札から交戦カードを出現させるたび、相手は自分の手札を１枚捨てる。"
CARD_EBP04-029_NAME,Gigan (2004),ガイガン(2004)
CARD_EBP04-029_DESC,"Your opponent cannot discard a <Invade 1> card to invade.
<Enter> If your opponent's monster card is in Zones 1-5, you may return up to 1 <Gigan> monster card from your discard pile to your hand.","相手は進攻で手札から<足１>を捨てることができない。
<出現時>相手の怪獣カードがエリア１～５にいるなら、あなたの捨て札の<《ガイガン》>を持つ怪獣カードを１枚まで手札に戻す。"
CARD_EBP04-030_NAME,Modified Gigan,改造ガイガン
CARD_EBP04-030_DESC,"<Opponent's Turn> Your opponent cannot draw cards during their end phase.
<Enter> <Destroy> 1 of your opponent's battle cards in zones 1-5.","<相手のターン中>エンドフェイズ中、相手はカードを引くことができない。
<出現時>相手のエリア１～５にいる交戦カードを１枚<破壊>する。"
CARD_EBP04-031_NAME,Monster X,モンスターX
CARD_EBP04-031_DESC,"This card's X Threat increases by +3000 for each color of battle card in your zones. In addition, if the opponent has 1 or less battle cards in their zones, they cannot counter this.
<Resonance> Red, Blue, Green.
ã»You may only use Battle Cards with <Final Wars>.","これの脅威度Xは、あなたのエリアにいる交戦カードの色数を3000倍した値に等しく、相手のエリアにいる交戦カードが１枚以下なら、これは撃退されない。
<共鳴>赤/青/緑 
・交戦カードは<《FINAL WARS》>のみ。
(赤、青、緑、白を混ぜて使えるが、怪獣デッキとメインデッキは上記を満たして構築する)"
CARD_EBP04-032_NAME,Monster X,モンスターX
CARD_EBP04-032_DESC,"This card's threat level X is equal to 10,000 times the number of different colors among battle cards in your zones. If your opponent's zones have 1 or fewer battle cards, this card cannot be countered.",これの脅威度Xは、あなたのエリアにいる交戦カードの色数を10000倍した値に等しく、相手のエリアにいる交戦カードが１枚以下なら、これは撃退されない。
CARD_EBP04-033_NAME,Kaiser Ghidorah,カイザーギドラ
CARD_EBP04-033_DESC,"You can play this on top of a <Monster X> monster card in your zones.
<Enter> If you have 3 or more colors of battle cards in your discard pile, decrease your opponent's <Rage> by 1.","これはあなたのエリアにいる<《モンスターX》>を持つ怪獣カードの上に重ねて出現できる。
<出現時>あなたの捨て札の交戦カードの色数が３以上なら、相手の<怒り>を１減らす。"
CARD_EBP04-035_NAME,Kaiser Ghidorah,カイザーギドラ
CARD_EBP04-035_DESC,"<Enter> <Destroy> one card at a time, in order, from your opponents lowest numbered area with a battle card up to the number of cards equal to the number of colors of battle cards in your discard pile.",<出現時>あなたの捨て札の交戦カードの色数と同じ枚数、相手の最も数字の小さいエリアにいる交戦カードから１枚ずつ順に<破壊>する。
CARD_EBP04-036_NAME,Kaiser Ghidorah,カイザーギドラ
CARD_EBP04-036_DESC,This card gains +5000 threat for each color of battle card in your discard pile.,あなたの捨て札の交戦カードの色数１につき、これの脅威度＋5000。
CARD_EBP04-037_NAME,Minilla (2004),ミニラ(2004)
CARD_EBP04-037_DESC,"If you have a rank 1 strategy card in play, this card gains +3000 counter power.",あなたが等級１の戦略カードを置いているなら、これの撃退力＋3000。
CARD_EBP04-038_NAME,Kamacuras,カマキラス(2004)
CARD_EBP04-038_DESC,"If there are 2 or more other battle cards in your zones, this card gains +3000 counter power.",あなたのエリアに他の交戦カードが２枚以上いるなら、これの撃退力＋3000。
CARD_EBP04-039_NAME,Zilla,ジラ
CARD_EBP04-039_DESC,"<Opponent's Turn> Each time one of your non-red battle cards are <Destroy>, move this card to an area adjacent to your monster card.",<相手のターン中>あなたの、赤でない交戦カードが<破壊>されるたび、これをあなたの怪獣カードの隣接エリアに移動させる。
CARD_EBP04-040_NAME,Anguirus (2004),アンギラス(2004)
CARD_EBP04-040_DESC,"<Awakening 6> <Enter> If you have 1 or more <Rodan> and <King Caesar> battle cards each in your zones, increase your monster card's <Rage> by 3.",<覚醒６><出現時>あなたのエリアに、<《ラドン》>を持つ交戦カードと<《キングシーサー》>を持つ交戦カードがそれぞれ１枚以上いるなら、あなたの怪獣カードの<怒り>を３増やす。(あなたの怪獣カードがエリア６以降にいるなら有効)
CARD_EBP04-041_NAME,New Gotengo,新・轟天号
CARD_EBP04-041_DESC,"At the beginning of your counter phase, if this card is in area 8 trigger all <Enter> abilities of your monster card.
<Awakening 6> This card gains +3000 counter power.","あなたの撃退フェイズ開始時、これがエリア８にいるなら、あなたの怪獣カードが持つ<出現時>能力をすべて誘発させる。
<覚醒６>これの撃退力＋3000。(あなたの怪獣カードがエリア６以降にいるなら有効)"
CARD_EBP04-042_NAME,Mothra Imago (2004),モスラ成虫(2004)
CARD_EBP04-042_DESC,"<Enter> If you have 3 or more rank 1 strategy cards in your discard pile, decrease your opponent's <Rage> by 1.",<出現時>あなたの捨て札の等級１の戦略カードが３枚以上なら、相手の<怒り>を１減らす。
CARD_EBP04-043_NAME,Multipurpose Fighting System-3,3式機龍
CARD_EBP04-043_DESC,"At the beginning of your counter phase, you may place a <Invade 2> card from your Strategy Zones under this.
If there is a card under this card, this card gains +10,000 counter power.","あなたの撃退フェイズ開始時、あなたの戦略カード置き場から<足２>を１枚、これの下に重ねてよい。
これの下にカードがあるなら、撃退力＋10000。"
CARD_EBP04-044_NAME,Hedorah (2004),ヘドラ(2004)
CARD_EBP04-044_DESC,"<Awakening 4> For each non-red battle card in your zones, you can play this from your hand at -2 rank.",<覚醒４>あなたのエリアにいる、赤でない交戦カード１枚につき、等級を－２して手札から出現できる。(あなたの怪獣カードがエリア４以降にいるなら有効。出現後は等級８)
CARD_EBP04-045_NAME,Manda (2004),マンダ(2004)
CARD_EBP04-045_DESC,"When you play this from your hand, you may discard a non-blue battle card from your hand to decrease this card's rank by -2 (afterwards it's 3).",これを手札から出現させる際、あなたの手札の、青でない交戦カードを１枚捨てるなら、等級を－２して出現できる。(出現後は等級３)
CARD_EBP04-046_NAME,Rodan (2004),ラドン(2004)
CARD_EBP04-046_DESC,"When this card is discarded from your hand by your opponent's effect you may play this card.
<Awakening 6> This gains +3000 counter power.","相手の効果でこれを手札から捨てた時、これを出現させてよい。
<覚醒６>これの撃退力＋3000。(あなたの怪獣カードがエリア６以降にいるなら有効)"
CARD_EBP04-047_NAME,Monster X,モンスターX
CARD_EBP04-047_DESC,"This card's counter power X is equal to 3000 times the number of different colors among battle cards in your zones (white included).
<Evolution 8> <Kaiser Ghidorah>","これの撃退力Xは、あなたのエリアにいる他の交戦カードの色数を3000倍した値に等しい。(白も色として数える)
<進化８><《カイザーギドラ》>(あなたのメインフェイズ開始時、山札から<《カイザーギドラ》>を持つ等級８以下の交戦カードをこれの上に重ねて出現させてよい)"
CARD_EBP04-048_NAME,Little Godzilla,リトルゴジラ
CARD_EBP04-048_DESC,Your in play strategy cards cannot be <Destroy> by your opponents effects.,あなたが置いている戦略カードは相手の効果で<破壊>されない。
CARD_EBP04-049_NAME,Ebirah (2004),エビラ(2004)
CARD_EBP04-049_DESC,"At the beginning of your counter phase, if you have a Rank 8 or higher battle card in play, reveal and discard 1 card from the top of your deck. If it is a non-blue card decrease your opponent's <Rage> by -2. If it's a blue card <Destroy> 1 of your rank 8 or higher battle cards.",あなたの撃退フェイズ開始時、あなたの等級８以上の交戦カードがいるなら、あなたの山札を上から１枚公開して捨て札にし、公開したカードが青でないなら相手の<怒り>を２減らし、青ならあなたの等級８以上の交戦カードを１枚<破壊>する。
CARD_EBP04-050_NAME,Battra Larva,バトラ幼虫
